"patients_exported","patients_fitted","studies","k_post_adjusted","num_contigs_adjusted","total_length_adjusted","non_host_length_adjusted","estimation","zero_inflation","log_likelihood","AIC","BIC","convergence_code","positive_definite_hessian"
37,35,13,TRUE,TRUE,TRUE,TRUE,"maximum likelihood","none (ziformula = ~0)",-64.8145555203336,147.629111040667,161.627243594072,0,TRUE
