"Estimate","Std. Error","z value","Pr(>|z|)","term","odds_ratio","OR_95CI_low","OR_95CI_high"
0.370360397467582,0.831135533076419,0.44560770503543,0.655880643884329,"1-SD increase in log1p median recipient num_contigs",1.44825646858395,0.284041389536891,7.38429988043284
0.195587823545713,1.08510356633282,0.180248069966921,0.856957822004123,"1-SD increase in log1p median recipient total_length",1.21602558491127,0.144977592068464,10.1996329367954
-0.239265522856402,0.586543337384778,-0.407924713497243,0.683328948362733,"1-SD increase in log1p median recipient non_host_length",0.787205833478805,0.249357083507623,2.48516310644175
