"Estimate","Std. Error","z value","Pr(>|z|)","term","odds_ratio","OR_95CI_low","OR_95CI_high"
0.00611763838446727,0.369009445785391,0.0165785414285172,0.986772843665987,"1-SD increase in log1p median recipient depth (Gb)",1.00613638935188,0.48815242025393,2.07375891622426
