ARG_ID,MGE_ID,Donor,Pre,Post,PatientCount
ANT3-DPRIME,gene:plasmid:121584,0,1,0,1
ANT3-DPRIME,gene:plasmid:123182,0,0,1,1
ANT3-DPRIME,gene:plasmid:151217,0,1,0,1
ANT3-DPRIME,gene:plasmid:151237,0,1,0,1
ANT3-DPRIME,gene:plasmid:151239,0,0,1,1
ANT3-DPRIME,gene:plasmid:151239,0,1,0,1
ANT3-DPRIME,gene:plasmid:151240,0,1,0,1
ANT3-DPRIME,gene:plasmid:151241,0,1,0,1
ANT3-DPRIME,gene:plasmid:151243,0,0,1,1
ANT3-DPRIME,gene:plasmid:151243,0,1,0,1
ANT3-DPRIME,gene:plasmid:151245,0,1,0,1
ANT3-DPRIME,gene:plasmid:151254,0,0,1,1
ANT3-DPRIME,gene:plasmid:151273,0,0,1,1
ANT3-DPRIME,gene:plasmid:151273,0,1,0,1
ANT3-DPRIME,gene:plasmid:151274,0,0,1,1
ANT3-DPRIME,gene:plasmid:151274,0,1,0,1
ANT3-DPRIME,gene:plasmid:151275,0,0,1,1
ANT3-DPRIME,gene:plasmid:151275,0,1,0,1
ANT3-DPRIME,gene:plasmid:151286,0,0,1,1
ANT3-DPRIME,gene:plasmid:151291,0,0,1,1
ANT3-DPRIME,gene:plasmid:151291,0,1,0,1
ANT3-DPRIME,gene:plasmid:151429,0,0,1,1
ANT3-DPRIME,gene:plasmid:151429,0,1,0,1
ANT3-DPRIME,gene:plasmid:15989,0,0,1,1
ANT3-DPRIME,gene:plasmid:19399,0,0,1,1
ANT3-DPRIME,gene:plasmid:19401,0,0,1,1
ANT3-DPRIME,gene:plasmid:19402,0,0,1,1
ANT3-DPRIME,gene:plasmid:19403,0,0,1,1
ANT3-DPRIME,gene:plasmid:19403,0,1,0,1
ANT3-DPRIME,gene:plasmid:19404,0,0,1,1
ANT3-DPRIME,gene:plasmid:19404,0,1,0,1
ANT3-DPRIME,gene:plasmid:19405,0,0,1,1
ANT3-DPRIME,gene:plasmid:19405,0,1,0,1
ANT3-DPRIME,gene:plasmid:19406,0,0,1,1
ANT3-DPRIME,gene:plasmid:19407,0,0,1,1
ANT3-DPRIME,gene:plasmid:19407,0,1,0,1
ANT3-DPRIME,gene:plasmid:19408,0,0,1,1
ANT3-DPRIME,gene:plasmid:19408,0,1,0,1
ANT3-DPRIME,gene:plasmid:19409,0,0,1,1
ANT3-DPRIME,gene:plasmid:19409,0,1,0,1
ANT3-DPRIME,gene:plasmid:19413,0,0,1,1
ANT3-DPRIME,gene:plasmid:19413,0,1,0,1
ANT3-DPRIME,gene:plasmid:19447,0,0,1,1
ANT3-DPRIME,gene:plasmid:19447,0,1,0,1
ANT3-DPRIME,gene:plasmid:19451,0,0,1,1
ANT3-DPRIME,gene:plasmid:19453,0,0,1,1
ANT3-DPRIME,gene:plasmid:19454,0,0,1,1
ANT3-DPRIME,gene:plasmid:19455,0,0,1,1
ANT3-DPRIME,gene:plasmid:19456,0,0,1,1
ANT3-DPRIME,gene:plasmid:19464,0,1,0,1
ANT3-DPRIME,gene:plasmid:19467,0,0,1,1
ANT3-DPRIME,gene:plasmid:19467,0,1,0,1
ANT3-DPRIME,gene:plasmid:19468,0,0,1,1
ANT3-DPRIME,gene:plasmid:19489,0,0,1,1
ANT3-DPRIME,gene:plasmid:19493,0,0,1,1
ANT3-DPRIME,gene:plasmid:19493,0,1,0,1
ANT3-DPRIME,gene:plasmid:19497,0,0,1,1
ANT3-DPRIME,gene:plasmid:19497,0,1,0,1
ANT3-DPRIME,gene:plasmid:19506,0,0,1,1
ANT3-DPRIME,gene:plasmid:19506,0,1,0,1
ANT3-DPRIME,gene:plasmid:24743,0,0,1,1
ANT3-DPRIME,gene:plasmid:24743,0,1,0,1
ANT3-DPRIME,gene:plasmid:24751,0,0,1,1
ANT3-DPRIME,gene:plasmid:24751,0,1,0,1
ANT3-DPRIME,gene:plasmid:24760,0,0,1,1
ANT3-DPRIME,gene:plasmid:24763,0,0,1,1
ANT3-DPRIME,gene:plasmid:24763,0,1,0,1
ANT3-DPRIME,gene:plasmid:24764,0,0,1,1
ANT3-DPRIME,gene:plasmid:24765,0,1,0,1
ANT3-DPRIME,gene:plasmid:24766,0,1,0,1
ANT3-DPRIME,gene:plasmid:24768,0,1,0,1
ANT3-DPRIME,gene:plasmid:24769,0,0,1,1
ANT3-DPRIME,gene:plasmid:24769,0,1,0,1
ANT3-DPRIME,gene:plasmid:24770,0,0,1,1
ANT3-DPRIME,gene:plasmid:24770,0,1,0,1
ANT3-DPRIME,gene:plasmid:24771,0,1,0,1
ANT3-DPRIME,gene:plasmid:24773,0,1,0,1
ANT3-DPRIME,gene:plasmid:24775,0,1,0,1
ANT3-DPRIME,gene:plasmid:24776,0,1,0,1
ANT3-DPRIME,gene:plasmid:24777,0,1,0,1
ANT3-DPRIME,gene:plasmid:24778,0,1,0,1
ANT3-DPRIME,gene:plasmid:24779,0,1,0,1
ANT3-DPRIME,gene:plasmid:24780,0,1,0,1
ANT3-DPRIME,gene:plasmid:24781,0,1,0,1
ANT3-DPRIME,gene:plasmid:24791,0,1,0,1
ANT3-DPRIME,gene:plasmid:24793,0,0,1,1
ANT3-DPRIME,gene:plasmid:24793,0,1,0,1
ANT3-DPRIME,gene:plasmid:24796,0,0,1,1
ANT3-DPRIME,gene:plasmid:24797,0,0,1,1
ANT3-DPRIME,gene:plasmid:24800,0,0,1,1
ANT3-DPRIME,gene:plasmid:24804,0,0,1,1
ANT3-DPRIME,gene:plasmid:24804,0,1,0,1
ANT3-DPRIME,gene:plasmid:24805,0,0,1,1
ANT3-DPRIME,gene:plasmid:24806,0,0,1,1
ANT3-DPRIME,gene:plasmid:24806,0,1,0,1
ANT3-DPRIME,gene:plasmid:24807,0,0,1,1
ANT3-DPRIME,gene:plasmid:24807,0,1,0,1
ANT3-DPRIME,gene:plasmid:84548,0,0,1,1
ANT6,gene:plasmid:135617,0,0,1,1
ANT6,gene:plasmid:135617,1,0,0,1
ANT6,gene:plasmid:136912,1,0,0,1
ANT6,gene:plasmid:15542,1,0,0,1
ANT6,gene:plasmid:156386,0,0,1,1
ANT6,gene:plasmid:15664,0,0,1,3
ANT6,gene:plasmid:15664,0,1,0,2
ANT6,gene:plasmid:15664,1,0,1,1
ANT6,gene:plasmid:28968,1,0,0,1
APH3-DPRIME,gene:plasmid:117488,0,1,0,1
APH3-DPRIME,gene:plasmid:130001,0,0,1,1
APH3-DPRIME,gene:plasmid:130008,0,0,1,1
APH3-DPRIME,gene:plasmid:130009,0,0,1,1
APH3-DPRIME,gene:plasmid:135994,0,1,0,1
APH3-DPRIME,gene:plasmid:136001,0,1,0,1
APH3-DPRIME,gene:plasmid:156805,0,1,0,1
APH3-DPRIME,gene:plasmid:157713,0,1,0,1
APH3-DPRIME,gene:plasmid:15970,0,1,0,1
APH3-DPRIME,gene:plasmid:19728,0,1,0,1
APH3-DPRIME,gene:plasmid:20177,0,0,1,1
APH3-DPRIME,gene:plasmid:20178,0,0,1,1
APH3-DPRIME,gene:plasmid:25331,0,1,0,1
APH3-DPRIME,gene:plasmid:25332,0,1,0,1
APH3-DPRIME,gene:plasmid:25333,0,1,0,1
APH3-DPRIME,gene:plasmid:30130,0,0,1,1
APH3-DPRIME,gene:plasmid:91748,0,1,0,1
APH3-DPRIME,gene:plasmid:91749,0,1,0,1
APH3-DPRIME,gene:plasmid:91750,0,1,0,1
APH3-DPRIME,gene:plasmid:91771,0,1,0,1
APH3-DPRIME,gene:plasmid:91772,0,1,0,1
APH3-DPRIME,gene:plasmid:91773,0,1,0,1
APH3-DPRIME,gene:plasmid:91774,0,1,0,1
APH3-DPRIME,gene:plasmid:91775,0,1,0,1
APH3-DPRIME,gene:plasmid:91776,0,1,0,1
APH3-PRIME,gene:plasmid:109090,0,0,1,1
APH3-PRIME,gene:plasmid:136190,0,0,1,1
APH3-PRIME,gene:plasmid:83771,0,0,1,1
APH3-PRIME,gene:plasmid:83787,0,0,1,1
APH3-PRIME,gene:plasmid:83899,0,0,1,1
APH3-PRIME,gene:plasmid:83934,0,0,1,1
APH3-PRIME,gene:plasmid:91552,0,0,1,1
APH3-PRIME,gene:plasmid:91555,0,0,1,1
APH3-PRIME,gene:plasmid:91581,0,1,0,1
APH3-PRIME,gene:plasmid:91606,0,0,1,1
APH3-PRIME,gene:plasmid:91640,0,0,1,1
APH3-PRIME,gene:plasmid:91643,0,0,1,1
APH3-PRIME,gene:plasmid:91648,0,0,1,1
APH3-PRIME,gene:plasmid:91662,0,1,0,1
APH6,gene:plasmid:136289,0,1,0,1
ARNT,gene:plasmid:85992,0,1,0,1
ARNT,gene:plasmid:86276,0,0,1,1
ARNT,gene:plasmid:86276,0,1,0,3
ARSA,gene:plasmid:16011,0,1,0,1
ARSA,gene:plasmid:88467,0,1,0,3
ARSA,gene:plasmid:88468,0,0,1,1
ARSA,gene:plasmid:88468,0,1,0,5
ARSB,gene:plasmid:156052,0,0,1,1
ARSB,gene:plasmid:88331,0,0,1,1
ARSB,gene:plasmid:88361,0,0,1,1
ARSB,gene:plasmid:88409,0,1,0,1
ARSB,gene:plasmid:88437,0,1,0,1
ARSB,gene:plasmid:88437,0,1,1,1
ARSB,gene:plasmid:91925,0,1,0,1
ARSB,gene:plasmid:91925,0,1,1,2
ARSB,gene:plasmid:91947,0,1,0,1
ARSB,gene:plasmid:91985,0,1,0,2
ARSB,gene:plasmid:91985,0,1,1,1
ARSBM,gene:plasmid:118383,0,1,0,6
ARSBM,gene:plasmid:124927,0,1,0,1
ARSBM,gene:plasmid:124929,0,1,0,1
ARSBM,gene:plasmid:138733,0,1,0,1
ARSBM,gene:plasmid:85089,0,1,0,1
ARSCM,gene:plasmid:123306,0,0,1,1
ARSCM,gene:plasmid:16011,0,1,0,1
ARSCM,gene:plasmid:24696,0,1,0,1
ARSCM,gene:plasmid:24697,0,1,0,1
ARSCM,gene:plasmid:24698,0,1,0,2
ARSCM,gene:plasmid:24699,0,1,0,1
ARSCM,gene:plasmid:27818,0,0,1,1
ARSCM,gene:plasmid:77695,0,1,0,1
ARSCM,gene:plasmid:88431,0,1,0,1
ARSCM,gene:plasmid:88432,0,1,0,1
ARSCM,gene:plasmid:88433,0,1,0,1
ARSCM,gene:plasmid:88472,0,0,1,1
ARSCM,gene:plasmid:93448,0,0,1,1
ARSCM,gene:plasmid:93448,0,1,0,1
ARSDM,gene:plasmid:123175,0,1,0,1
ARSDM,gene:plasmid:88467,0,1,0,1
ARSP,gene:plasmid:14189,0,1,0,1
ARSRM,gene:plasmid:117671,0,1,0,1
ARSRM,gene:plasmid:117686,0,1,0,1
ARSRM,gene:plasmid:117692,0,1,0,1
ARSRM,gene:plasmid:117701,0,1,0,1
ARSRM,gene:plasmid:128681,0,1,0,1
ARSRM,gene:plasmid:128691,0,1,0,1
ARSRM,gene:plasmid:128696,0,1,0,1
ARSRM,gene:plasmid:128697,0,1,0,1
ARSRM,gene:plasmid:128700,0,1,0,1
ARSRM,gene:plasmid:128701,0,1,0,1
ARSRM,gene:plasmid:128702,0,1,0,1
ARSRM,gene:plasmid:14227,0,1,0,1
ARSRM,gene:plasmid:14228,0,1,0,1
ARSRM,gene:plasmid:14232,0,1,0,1
ARSRM,gene:plasmid:14238,0,1,0,1
ARSRM,gene:plasmid:14240,0,1,0,1
ARSRM,gene:plasmid:14241,0,1,0,1
ARSRM,gene:plasmid:14242,0,1,0,1
ARSRM,gene:plasmid:14243,0,1,0,1
ARSRM,gene:plasmid:14246,0,1,0,1
ARSRM,gene:plasmid:14247,0,1,0,1
ARSRM,gene:plasmid:14250,0,1,0,1
ARSRM,gene:plasmid:14252,0,1,0,1
ARSRM,gene:plasmid:14254,0,1,0,1
ARSRM,gene:plasmid:14257,0,1,0,1
ARSRM,gene:plasmid:14258,0,1,0,1
ARSRM,gene:plasmid:14259,0,1,0,1
ARSRM,gene:plasmid:151658,0,1,0,1
ARSRM,gene:plasmid:155943,0,1,0,1
ARSRM,gene:plasmid:155943,1,0,0,2
ARSRM,gene:plasmid:155952,0,1,0,1
ARSRM,gene:plasmid:155964,0,1,0,3
ARSRM,gene:plasmid:155972,0,1,0,1
ARSRM,gene:plasmid:156035,0,0,1,1
ARSRM,gene:plasmid:156035,0,1,0,2
ARSRM,gene:plasmid:156084,0,1,0,2
ARSRM,gene:plasmid:156088,0,1,0,1
ARSRM,gene:plasmid:156110,0,1,0,2
ARSRM,gene:plasmid:156119,0,1,0,1
ARSRM,gene:plasmid:156128,0,1,0,1
ARSRM,gene:plasmid:156134,0,1,0,1
ARSRM,gene:plasmid:156145,0,1,0,1
ARSRM,gene:plasmid:156176,0,1,0,2
ARSRM,gene:plasmid:16011,0,0,1,2
ARSRM,gene:plasmid:16011,0,1,0,2
ARSRM,gene:plasmid:24694,0,0,1,1
ARSRM,gene:plasmid:24698,0,0,1,1
ARSRM,gene:plasmid:24698,0,1,0,1
ARSRM,gene:plasmid:24699,0,0,1,1
ARSRM,gene:plasmid:24699,0,1,0,1
ARSRM,gene:plasmid:24852,0,1,0,1
ARSRM,gene:plasmid:30991,0,1,0,1
ARSRM,gene:plasmid:77695,0,0,1,1
ARSRM,gene:plasmid:88298,0,0,1,1
ARSRM,gene:plasmid:88298,0,1,0,2
ARSRM,gene:plasmid:88299,0,0,1,1
ARSRM,gene:plasmid:88299,0,1,0,2
ARSRM,gene:plasmid:88328,0,1,0,3
ARSRM,gene:plasmid:88329,0,1,0,3
ARSRM,gene:plasmid:88330,0,1,0,2
ARSRM,gene:plasmid:88331,0,1,0,3
ARSRM,gene:plasmid:88334,0,1,0,3
ARSRM,gene:plasmid:88336,0,1,0,1
ARSRM,gene:plasmid:88337,0,1,0,1
ARSRM,gene:plasmid:88338,0,1,0,1
ARSRM,gene:plasmid:88446,0,1,0,1
ARSRM,gene:plasmid:88447,0,1,0,1
ARSRM,gene:plasmid:88448,0,1,0,1
ARSRM,gene:plasmid:88449,0,1,0,1
ARSRM,gene:plasmid:88450,0,1,0,1
ARSRM,gene:plasmid:88451,0,1,0,1
ARSRM,gene:plasmid:88452,0,1,0,1
ARSRM,gene:plasmid:88458,0,1,0,3
ARSRM,gene:plasmid:88459,0,0,1,1
ARSRM,gene:plasmid:88459,0,1,0,3
ARSRM,gene:plasmid:88460,0,1,0,2
ARSRM,gene:plasmid:88461,0,0,1,1
ARSRM,gene:plasmid:88461,0,1,0,2
ARSRM,gene:plasmid:88462,0,0,1,1
ARSRM,gene:plasmid:88462,0,1,0,3
ARSRM,gene:plasmid:88463,0,0,1,1
ARSRM,gene:plasmid:88463,0,1,0,3
ARSRM,gene:plasmid:88464,0,0,1,1
ARSRM,gene:plasmid:88464,0,1,0,4
ARSRM,gene:plasmid:88465,0,0,1,2
ARSRM,gene:plasmid:88465,0,1,0,2
ARSRM,gene:plasmid:88466,0,0,1,2
ARSRM,gene:plasmid:88466,0,1,0,2
ARSRM,gene:plasmid:88468,0,0,1,5
ARSRM,gene:plasmid:88468,0,1,0,12
ARSRM,gene:plasmid:88468,0,1,1,1
ARSRM,gene:plasmid:88472,0,1,0,4
ARSRM,gene:plasmid:88473,0,0,1,1
ARSRM,gene:plasmid:88473,0,1,0,3
ARSRM,gene:plasmid:88474,0,0,1,1
ARSRM,gene:plasmid:88474,0,1,0,2
ARSRM,gene:plasmid:88475,0,0,1,1
ARSRM,gene:plasmid:88475,0,1,0,1
ARSRM,gene:plasmid:88476,0,0,1,1
ARSRM,gene:plasmid:88476,0,1,0,1
ARSRM,gene:plasmid:91950,0,1,0,1
ARSRM,gene:plasmid:91974,0,1,0,1
ARSRM,gene:plasmid:91989,0,1,0,1
ARSRM,gene:plasmid:92011,0,1,0,1
ASMA,gene:plasmid:112498,0,1,0,1
ASMA,gene:plasmid:117753,0,1,0,1
ASMA,gene:plasmid:120395,0,0,1,1
ASMA,gene:plasmid:123300,0,1,0,1
ASMA,gene:plasmid:123360,0,1,0,1
ASMA,gene:plasmid:123361,0,1,0,1
ASMA,gene:plasmid:123362,0,1,0,1
ASMA,gene:plasmid:123363,0,1,0,1
ASMA,gene:plasmid:149414,0,1,0,2
ASMA,gene:plasmid:149415,0,1,0,2
ASMA,gene:plasmid:157415,0,1,0,1
ASMA,gene:plasmid:21818,0,1,0,1
ASMA,gene:plasmid:21988,0,0,1,1
ASMA,gene:plasmid:21989,0,0,1,1
ASMA,gene:plasmid:22236,0,1,0,1
ASMA,gene:plasmid:93439,0,1,0,1
ASMA,gene:plasmid:93454,0,1,0,1
ASMA,gene:plasmid:93468,0,0,1,1
ASMA,gene:plasmid:93469,0,0,1,1
ASMA,gene:plasmid:93474,0,0,1,1
ASMA,gene:plasmid:93482,0,0,1,1
ASMA,gene:plasmid:93509,0,0,1,1
ASMA,gene:plasmid:93510,0,0,1,1
ASR,gene:plasmid:125744,0,0,1,1
BACA,gene:plasmid:123168,0,1,0,2
BACA,gene:plasmid:123169,0,1,0,1
BACA,gene:plasmid:123170,0,1,0,1
BACA,gene:plasmid:123171,0,1,0,1
BACA,gene:plasmid:123173,0,1,0,2
BACA,gene:plasmid:123174,0,1,0,2
BACA,gene:plasmid:123175,0,1,0,2
BACA,gene:plasmid:123257,0,1,0,1
BACA,gene:plasmid:20019,0,1,0,1
BACA,gene:plasmid:20020,0,1,0,1
BACA,gene:plasmid:20022,0,1,0,1
BAES,gene:plasmid:88328,0,0,1,1
BAES,gene:plasmid:88329,0,0,1,1
BCR,gene:plasmid:21818,0,1,0,5
BLA1,gene:plasmid:122880,0,1,0,1
BLA1,gene:plasmid:122881,0,1,0,1
BLA1,gene:plasmid:122882,0,1,0,1
BLA1,gene:plasmid:123057,0,1,0,1
BLAEC,gene:plasmid:109300,0,0,1,2
BLAZ,gene:plasmid:28884,0,1,0,1
CATA,gene:plasmid:117782,0,0,1,1
CATA,gene:plasmid:133251,0,1,1,1
CATA,gene:plasmid:24253,0,0,1,1
CATA,gene:plasmid:84454,0,1,1,1
CATA,gene:plasmid:87041,0,1,1,1
CEPA,gene:plasmid:133389,0,1,0,1
CFX,gene:plasmid:133362,0,0,1,1
CFX,gene:plasmid:133366,0,0,1,1
CFX,gene:plasmid:133367,0,0,1,1
CFX,gene:plasmid:133368,0,0,1,1
CFX,gene:plasmid:133369,0,0,1,1
CFX,gene:plasmid:133373,0,0,1,1
CFX,gene:plasmid:133374,0,0,1,1
CFX,gene:plasmid:133377,0,0,1,1
CFX,gene:plasmid:133381,0,0,1,1
CFX,gene:plasmid:133383,0,0,1,1
CFX,gene:plasmid:133384,0,0,1,1
CFX,gene:plasmid:133385,0,0,1,1
CFX,gene:plasmid:133388,0,0,1,1
CFX,gene:plasmid:133391,0,0,1,1
CFX,gene:plasmid:133392,0,0,1,1
CFX,gene:plasmid:133394,0,0,1,1
CFX,gene:plasmid:133396,0,0,1,1
CFX,gene:plasmid:133400,0,0,1,1
CFX,gene:plasmid:133401,0,0,1,1
CFX,gene:plasmid:133402,0,0,1,1
CFX,gene:plasmid:141426,0,0,1,13
CFX,gene:plasmid:141426,0,1,0,1
CFX,gene:plasmid:141426,0,1,1,4
CFX,gene:plasmid:141426,1,0,0,7
CFX,gene:plasmid:141426,1,0,1,12
CFX,gene:plasmid:141426,1,1,0,2
CFX,gene:plasmid:141426,1,1,1,4
CFX,gene:plasmid:141431,0,0,1,1
CMY,gene:plasmid:109060,0,1,0,1
CMY,gene:plasmid:109061,0,1,0,1
CMY,gene:plasmid:109062,0,1,0,1
CMY,gene:plasmid:109177,0,1,0,1
CMY,gene:plasmid:117731,0,0,1,1
CMY,gene:plasmid:117732,0,0,1,1
CMY,gene:plasmid:117735,0,0,1,1
CMY,gene:plasmid:117738,0,0,1,1
CMY,gene:plasmid:117739,0,0,1,1
CMY,gene:plasmid:117740,0,0,1,1
CMY,gene:plasmid:117741,0,0,1,1
CMY,gene:plasmid:117742,0,0,1,1
CMY,gene:plasmid:117781,0,0,1,1
CMY,gene:plasmid:117818,0,0,1,1
CMY,gene:plasmid:117820,0,0,1,1
CMY,gene:plasmid:117821,0,0,1,1
CMY,gene:plasmid:117823,0,0,1,1
CMY,gene:plasmid:121510,0,0,1,1
CMY,gene:plasmid:121584,0,0,1,1
CMY,gene:plasmid:123182,0,0,1,1
CMY,gene:plasmid:123231,0,0,1,1
CMY,gene:plasmid:136136,0,0,1,1
CMY,gene:plasmid:136204,0,0,1,1
CMY,gene:plasmid:136206,0,1,0,1
CMY,gene:plasmid:136208,0,1,0,1
CMY,gene:plasmid:136210,0,1,0,1
CMY,gene:plasmid:136244,0,1,0,1
CMY,gene:plasmid:136246,0,1,0,1
CMY,gene:plasmid:136253,0,1,0,1
CMY,gene:plasmid:151254,0,0,1,1
CMY,gene:plasmid:151291,0,0,1,1
CMY,gene:plasmid:19408,0,0,1,1
CMY,gene:plasmid:19409,0,0,1,1
CMY,gene:plasmid:19506,0,0,1,1
CMY,gene:plasmid:24721,0,0,1,1
CMY,gene:plasmid:83774,0,1,0,1
CMY,gene:plasmid:83906,0,1,0,1
CMY,gene:plasmid:83929,0,0,1,1
CMY,gene:plasmid:84548,0,0,1,1
CMY,gene:plasmid:91057,0,1,0,1
CMY,gene:plasmid:91147,0,0,1,1
CMY,gene:plasmid:91150,0,1,0,1
CMY,gene:plasmid:91194,0,1,0,1
CMY,gene:plasmid:91534,0,1,1,1
CMY,gene:plasmid:91536,0,1,1,1
CMY,gene:plasmid:91550,0,1,0,1
CMY,gene:plasmid:91561,0,1,1,1
CMY,gene:plasmid:91563,0,1,0,1
CMY,gene:plasmid:91567,0,1,1,1
CMY,gene:plasmid:91568,0,1,1,1
CMY,gene:plasmid:91571,0,1,0,1
CMY,gene:plasmid:91572,0,1,1,1
CMY,gene:plasmid:91573,0,1,0,1
CMY,gene:plasmid:91574,0,1,1,1
CMY,gene:plasmid:91579,0,0,1,1
CMY,gene:plasmid:91594,0,1,0,1
CMY,gene:plasmid:91595,0,0,1,1
CMY,gene:plasmid:91603,0,1,1,1
CMY,gene:plasmid:91609,0,1,1,1
CMY,gene:plasmid:91612,0,1,0,1
CMY,gene:plasmid:91615,0,1,1,1
CMY,gene:plasmid:91619,0,1,0,1
CMY,gene:plasmid:91621,0,1,0,1
CMY,gene:plasmid:91625,0,1,0,1
CMY,gene:plasmid:91626,0,1,0,1
CMY,gene:plasmid:91637,0,1,1,1
CMY,gene:plasmid:91641,0,1,1,1
CMY,gene:plasmid:91642,0,1,1,1
CMY,gene:plasmid:91644,0,1,0,1
CMY,gene:plasmid:91649,0,1,1,1
CMY,gene:plasmid:91660,0,1,1,1
CMY,gene:plasmid:91666,0,1,1,1
CMY,gene:plasmid:91674,0,1,1,1
CMY,gene:plasmid:91675,0,1,1,1
CMY,gene:plasmid:91679,0,1,0,1
CMY,gene:plasmid:91682,0,1,1,1
CMY,gene:plasmid:91685,0,1,0,1
CMY,gene:plasmid:91689,0,1,1,1
CMY,gene:plasmid:91693,0,1,0,1
CMY,gene:plasmid:91695,0,1,1,1
CMY,gene:plasmid:91710,0,1,0,1
CMY,gene:plasmid:91714,0,1,0,1
CMY,gene:plasmid:91716,0,1,0,1
COPA,gene:plasmid:123175,0,0,1,4
COPA,gene:plasmid:123175,1,0,0,1
COPA,gene:plasmid:148055,0,1,0,1
COPA,gene:plasmid:21909,0,1,0,1
COPA,gene:plasmid:24081,0,1,0,1
COPA,gene:plasmid:88435,0,0,1,5
COPA,gene:plasmid:88435,1,0,0,1
COPA,gene:plasmid:88435,1,0,1,1
COPA,gene:plasmid:88436,0,0,1,5
COPA,gene:plasmid:88436,0,1,0,1
COPA,gene:plasmid:88436,1,0,0,1
COPA,gene:plasmid:88436,1,0,1,1
COPA,gene:plasmid:88437,0,0,1,4
COPA,gene:plasmid:88437,0,1,0,3
COPA,gene:plasmid:88437,0,1,1,1
COPA,gene:plasmid:88437,1,0,0,1
COPA,gene:plasmid:88437,1,0,1,1
CORA,gene:plasmid:123244,0,0,1,4
