ARG_ID,MGE_ID,Donor,Pre,Post,PatientCount
CUTA,gene:vir:4525,0,0,1,1
CUTA,gene:vir:4536,0,0,1,1
CUTA,gene:vir:4539,0,0,1,1
CUTA,gene:vir:4542,0,0,1,1
CUTA,gene:vir:4546,0,0,1,1
CUTA,gene:vir:4555,0,0,1,1
CUTA,gene:vir:4556,0,0,1,1
CUTA,gene:vir:4557,0,0,1,1
CUTA,gene:vir:4558,0,0,1,1
CUTA,gene:vir:4559,0,0,1,1
CUTA,gene:vir:79530,0,0,1,1
CUTA,gene:vir:79547,0,0,1,1
CUTA,gene:vir:79551,0,0,1,1
CUTA,gene:vir:79552,0,0,1,1
CUTA,gene:vir:79564,0,0,1,1
CUTA,gene:vir:79582,0,0,1,1
CUTC,gene:vir:108417,0,0,1,1
CUTC,gene:vir:108421,0,0,1,1
CUTC,gene:vir:1321,0,0,1,1
CUTC,gene:vir:79536,0,0,1,1
DSBA,gene:vir:2046,0,0,1,1
DSBA,gene:vir:2046,0,1,0,1
DSBA,gene:vir:2050,0,1,0,1
DSBA,gene:vir:5691,0,1,0,1
DSBA,gene:vir:5692,0,1,0,1
DSBA,gene:vir:5718,0,0,1,1
DSBA,gene:vir:5719,0,0,1,1
DSBA,gene:vir:5719,0,1,0,1
DSBA,gene:vir:5720,0,0,1,1
DSBA,gene:vir:5720,0,1,0,1
DSBA,gene:vir:5721,0,0,1,1
DSBA,gene:vir:5721,0,1,0,1
DSBA,gene:vir:5723,0,0,1,1
DSBA,gene:vir:5723,0,1,0,1
DSBA,gene:vir:5725,0,0,1,1
DSBA,gene:vir:5725,0,1,0,1
DSBA,gene:vir:5727,0,1,0,1
EMMDR,gene:vir:105083,0,1,0,1
EMRR,gene:vir:108429,0,0,1,1
EMRR,gene:vir:108435,0,0,1,1
EMRR,gene:vir:1849,0,0,1,1
EMRR,gene:vir:1854,0,0,1,1
EMRR,gene:vir:1857,0,0,1,1
EMRR,gene:vir:1869,0,0,1,1
EMRR,gene:vir:5693,0,0,1,1
EMRR,gene:vir:6074,0,0,1,1
EMRR,gene:vir:6079,0,0,1,1
EMRR,gene:vir:6085,0,0,1,1
EMRR,gene:vir:98549,0,0,1,1
EMRR,gene:vir:98550,0,0,1,1
EVGA,gene:vir:104379,0,0,1,1
EVGA,gene:vir:105377,0,0,1,1
EVGA,gene:vir:105389,0,0,1,1
EVGA,gene:vir:105392,0,0,1,1
EVGA,gene:vir:105401,0,0,1,1
EVGA,gene:vir:105414,0,0,1,1
EVGA,gene:vir:105420,0,0,1,1
EVGA,gene:vir:105428,0,0,1,1
EVGA,gene:vir:105726,0,0,1,1
EVGA,gene:vir:105727,0,0,1,1
EVGA,gene:vir:105728,0,0,1,1
EVGA,gene:vir:108717,0,0,1,1
EVGA,gene:vir:108718,0,0,1,1
EVGA,gene:vir:131,0,0,1,1
EVGA,gene:vir:150,0,0,1,1
EVGA,gene:vir:179,0,0,1,1
EVGA,gene:vir:1911,0,0,1,1
EVGA,gene:vir:1917,0,0,1,1
EVGA,gene:vir:2101,0,0,1,1
EVGA,gene:vir:240,0,0,1,1
EVGA,gene:vir:3472,0,0,1,1
EVGA,gene:vir:7156,0,0,1,3
FABI,gene:vir:104392,0,1,0,1
FABI,gene:vir:104414,0,1,0,1
FABI,gene:vir:104416,0,1,0,1
FABI,gene:vir:108421,0,1,0,1
FABI,gene:vir:108646,0,1,0,1
FABI,gene:vir:1321,0,0,1,1
FABI,gene:vir:1321,1,0,0,1
FABI,gene:vir:3434,0,1,0,1
FABI,gene:vir:469,0,1,0,1
FABI,gene:vir:8777,0,1,0,1
FABI,gene:vir:95268,0,1,0,1
FECD,gene:vir:105410,0,0,1,2
FECD,gene:vir:105410,0,1,0,3
FECD,gene:vir:105410,1,0,0,1
FETA,gene:vir:4533,0,0,1,1
FIEF,gene:vir:2040,0,0,1,1
FIEF,gene:vir:5705,0,0,1,1
FIEF,gene:vir:5706,0,0,1,1
FIEF,gene:vir:5707,0,0,1,1
FIEF,gene:vir:5708,0,0,1,1
FIEF,gene:vir:5709,0,0,1,1
FIEF,gene:vir:5713,0,0,1,1
FIEF,gene:vir:5715,0,1,0,1
FIEF,gene:vir:5716,0,1,0,1
FIEF,gene:vir:5717,0,1,0,1
FIEF,gene:vir:5718,0,0,1,1
FIEF,gene:vir:5718,0,1,0,2
FIEF,gene:vir:6070,0,0,1,1
FIEF,gene:vir:6072,0,0,1,1
FIEF,gene:vir:6079,0,0,1,1
FIEF,gene:vir:6080,0,0,1,1
FIEF,gene:vir:6084,0,1,0,1
GADC,gene:vir:10066,0,0,1,1
GADC,gene:vir:108544,0,0,1,1
GADC,gene:vir:1915,0,0,1,1
GADC,gene:vir:95339,0,0,1,1
GADX,gene:vir:1321,0,0,1,1
GLPF,gene:vir:108626,1,0,0,1
GLPF,gene:vir:2014,1,0,0,1
GLPF,gene:vir:2016,0,1,0,1
GLPF,gene:vir:2016,1,0,0,1
GLPF,gene:vir:2019,0,1,0,1
GLPF,gene:vir:2021,0,1,0,1
GLPF,gene:vir:2022,0,1,0,1
GLPF,gene:vir:2022,1,0,0,1
GLPF,gene:vir:2023,1,0,0,1
GLPF,gene:vir:2024,0,1,0,1
GLPF,gene:vir:2024,1,0,0,1
GLPF,gene:vir:2028,0,1,0,1
GLPF,gene:vir:2031,0,1,0,1
GLPF,gene:vir:2033,0,1,0,1
GLPF,gene:vir:2035,0,1,0,1
GLPF,gene:vir:2040,1,0,0,1
GLPF,gene:vir:2050,1,0,0,1
GLPF,gene:vir:5695,0,1,0,1
GLPF,gene:vir:5695,1,0,0,1
GLPF,gene:vir:5696,0,1,0,1
GLPF,gene:vir:5698,0,1,0,1
GLPF,gene:vir:5698,1,0,0,1
GLPF,gene:vir:5699,1,0,0,1
GLPF,gene:vir:5705,0,1,0,1
GLPF,gene:vir:5705,1,0,0,1
GLPF,gene:vir:5706,0,1,0,1
GLPF,gene:vir:5706,1,0,0,1
GLPF,gene:vir:5707,1,0,0,1
GLPF,gene:vir:5708,1,0,0,1
GLPF,gene:vir:5709,1,0,0,1
GLPF,gene:vir:5712,0,1,0,1
GLPF,gene:vir:5713,0,1,0,2
GLPF,gene:vir:5713,1,0,0,1
GLPF,gene:vir:5715,0,1,0,1
GLPF,gene:vir:5718,0,1,0,1
GLPF,gene:vir:5718,1,0,0,1
GLPF,gene:vir:5719,1,0,0,1
GLPF,gene:vir:5720,1,0,0,1
GLPF,gene:vir:5721,1,0,0,1
GLPF,gene:vir:5723,1,0,0,1
GLPF,gene:vir:5725,1,0,0,1
GLPF,gene:vir:5727,1,0,0,1
GLPF,gene:vir:6060,1,0,0,1
GLPF,gene:vir:6063,1,0,0,1
GLPF,gene:vir:6064,1,0,0,1
GLPF,gene:vir:6068,0,1,0,1
GLPF,gene:vir:6070,0,1,0,1
GLPF,gene:vir:6070,1,0,0,1
GLPF,gene:vir:6071,0,1,0,1
GLPF,gene:vir:6072,1,0,0,1
GLPF,gene:vir:6076,0,1,0,1
GLPF,gene:vir:6079,1,0,0,1
GLPF,gene:vir:6080,0,1,0,1
GLPF,gene:vir:6080,1,0,0,1
GLPF,gene:vir:6083,0,1,0,1
GLPF,gene:vir:6084,0,1,0,1
GLPF,gene:vir:6086,0,1,0,1
HNS,gene:vir:10093,0,0,1,1
HNS,gene:vir:104372,0,0,1,1
HNS,gene:vir:104392,0,0,1,1
HNS,gene:vir:104416,0,0,1,1
HNS,gene:vir:108421,0,0,1,1
HNS,gene:vir:108646,0,0,1,1
HNS,gene:vir:3289,0,0,1,1
HNS,gene:vir:469,0,0,1,1
HNS,gene:vir:93619,0,0,1,1
KDPE,gene:vir:108716,0,0,1,1
KDPE,gene:vir:165,0,0,1,1
KDPE,gene:vir:3428,0,0,1,1
KDPE,gene:vir:3429,0,0,1,1
KDPE,gene:vir:3431,0,0,1,1
KDPE,gene:vir:3432,0,0,1,1
KDPE,gene:vir:3433,0,0,1,1
KDPE,gene:vir:3434,0,0,1,1
KDPE,gene:vir:3435,0,0,1,1
KDPE,gene:vir:3436,0,0,1,1
KDPE,gene:vir:3472,0,0,1,1
LEN,gene:vir:105038,0,1,0,1
LEN,gene:vir:105039,0,1,0,1
LEN,gene:vir:105043,0,1,0,1
LEN,gene:vir:105044,0,1,0,1
LEN,gene:vir:105055,0,1,0,1
LEN,gene:vir:105064,0,1,0,1
LEN,gene:vir:105087,0,1,0,1
LEN,gene:vir:105088,0,1,0,1
LEN,gene:vir:105089,0,1,0,1
LMRD,gene:vir:1042,0,0,1,1
LMRD,gene:vir:1050,0,0,1,1
LMRD,gene:vir:3580,0,0,1,1
LMRD,gene:vir:3933,0,0,1,1
LMRD,gene:vir:4033,0,0,1,1
LMRD,gene:vir:4035,0,0,1,1
LMRD,gene:vir:94754,0,0,1,1
LMRD,gene:vir:992,0,0,1,1
MARA,gene:vir:4551,0,1,0,1
MARA,gene:vir:4554,0,1,0,1
MARR,gene:vir:108417,0,0,1,1
MARR,gene:vir:108421,0,0,1,1
MARR,gene:vir:108421,0,1,0,1
MARR,gene:vir:108646,0,1,0,1
MARR,gene:vir:1321,0,0,1,1
MARR,gene:vir:3420,0,1,0,1
MARR,gene:vir:3421,0,1,0,1
MARR,gene:vir:3424,0,0,1,1
MARR,gene:vir:3424,0,1,0,1
MARR,gene:vir:3425,0,0,1,1
MARR,gene:vir:3425,0,1,0,1
MARR,gene:vir:3426,0,0,1,1
MARR,gene:vir:3426,0,1,0,1
MARR,gene:vir:3427,0,1,0,1
MARR,gene:vir:3428,0,1,0,1
MARR,gene:vir:3429,0,0,1,1
MARR,gene:vir:3430,0,0,1,1
MARR,gene:vir:3431,0,0,1,1
MARR,gene:vir:79536,0,0,1,1
MARR,gene:vir:79536,0,1,0,1
MARR,gene:vir:79544,0,0,1,1
MARR,gene:vir:79544,0,1,0,1
MDFA,gene:vir:108625,0,1,0,1
MDFA,gene:vir:108626,0,1,0,1
MDFA,gene:vir:2015,0,1,0,1
MDFA,gene:vir:2021,0,1,0,1
MDFA,gene:vir:2026,0,1,0,1
MDFA,gene:vir:2030,0,1,0,1
MDFA,gene:vir:209,0,1,0,2
MDFA,gene:vir:5698,0,1,0,1
MDFA,gene:vir:5704,0,1,0,1
MDFA,gene:vir:5707,0,1,0,1
MDFA,gene:vir:5726,0,1,0,1
MDFA,gene:vir:6059,0,1,0,1
MDFA,gene:vir:6061,0,1,0,1
MDFA,gene:vir:6062,0,1,0,1
MDFA,gene:vir:6063,0,1,0,1
MDFA,gene:vir:6064,0,1,0,1
MDFA,gene:vir:6067,0,1,0,1
MDFA,gene:vir:6068,0,1,0,1
MDFA,gene:vir:6069,0,1,0,1
MDFA,gene:vir:6070,0,1,0,1
MDFA,gene:vir:6073,0,1,0,1
MDTA,gene:vir:2013,0,0,1,1
MDTA,gene:vir:2016,0,1,0,1
MDTA,gene:vir:2021,0,0,1,1
MDTA,gene:vir:2022,0,0,1,1
MDTA,gene:vir:2024,0,1,0,1
MDTA,gene:vir:2025,0,0,1,1
MDTA,gene:vir:2028,0,0,1,1
MDTA,gene:vir:2031,0,0,1,1
MDTA,gene:vir:2035,0,0,1,1
MDTA,gene:vir:2036,0,0,1,1
MDTA,gene:vir:2037,0,0,1,1
MDTA,gene:vir:2037,0,1,0,1
MDTA,gene:vir:2040,0,1,0,1
MDTA,gene:vir:2045,0,0,1,1
MDTA,gene:vir:2046,0,0,1,1
MDTA,gene:vir:2052,0,0,1,1
MDTA,gene:vir:5692,0,0,1,1
MDTA,gene:vir:5693,0,0,1,1
MDTA,gene:vir:5693,0,1,0,1
MDTA,gene:vir:5695,0,0,1,1
MDTA,gene:vir:5695,0,1,0,1
MDTA,gene:vir:5696,0,0,1,1
MDTA,gene:vir:5698,0,1,0,1
MDTA,gene:vir:5701,0,0,1,1
MDTA,gene:vir:5704,0,1,0,1
MDTA,gene:vir:5705,0,0,1,1
MDTA,gene:vir:5705,0,1,0,1
MDTA,gene:vir:5706,0,0,1,1
MDTA,gene:vir:5706,0,1,0,1
MDTA,gene:vir:5709,0,0,1,1
MDTA,gene:vir:5715,0,1,0,1
MDTA,gene:vir:5718,0,0,1,2
MDTA,gene:vir:5723,0,0,1,1
MDTA,gene:vir:5726,0,0,1,1
MDTA,gene:vir:5727,0,0,1,1
MDTA,gene:vir:5729,0,0,1,1
MDTA,gene:vir:6059,0,1,0,1
MDTA,gene:vir:6061,0,0,1,1
MDTA,gene:vir:6063,0,1,0,1
MDTA,gene:vir:6064,0,0,1,1
MDTA,gene:vir:6064,0,1,0,1
MDTA,gene:vir:6065,0,0,1,1
MDTA,gene:vir:6066,0,1,0,1
MDTA,gene:vir:6067,0,1,0,1
MDTA,gene:vir:6068,0,1,0,1
MDTA,gene:vir:6069,0,0,1,1
MDTA,gene:vir:6070,0,1,0,1
MDTA,gene:vir:6071,0,0,1,1
MDTA,gene:vir:6071,0,1,0,1
MDTA,gene:vir:6075,0,1,0,1
MDTA,gene:vir:6077,0,1,0,1
MDTA,gene:vir:6079,0,0,1,1
MDTA,gene:vir:6079,0,1,0,1
MDTA,gene:vir:6080,0,0,1,1
MDTA,gene:vir:6080,0,1,0,1
MDTA,gene:vir:6081,0,0,1,1
MDTA,gene:vir:6084,0,0,1,1
MDTA,gene:vir:6093,0,0,1,1
MDTB,gene:vir:105044,0,1,0,1
MDTB,gene:vir:2014,0,0,1,1
MDTB,gene:vir:2017,0,0,1,1
MDTB,gene:vir:2022,0,0,1,1
MDTB,gene:vir:2025,0,0,1,1
MDTB,gene:vir:2027,0,0,1,1
MDTB,gene:vir:2030,0,0,1,1
MDTB,gene:vir:2040,0,0,1,1
MDTB,gene:vir:2041,0,0,1,1
MDTB,gene:vir:2045,0,0,1,1
MDTB,gene:vir:2046,0,0,1,1
MDTB,gene:vir:2050,0,0,1,1
MDTB,gene:vir:2052,0,0,1,1
MDTB,gene:vir:5693,0,0,1,1
MDTB,gene:vir:5698,0,0,1,1
MDTB,gene:vir:5705,0,0,1,1
MDTB,gene:vir:5707,0,0,1,1
MDTB,gene:vir:5708,0,0,1,1
MDTB,gene:vir:5713,0,0,1,1
MDTB,gene:vir:5718,0,0,1,1
MDTB,gene:vir:5723,0,0,1,1
MDTB,gene:vir:5725,0,0,1,1
MDTB,gene:vir:5727,0,0,1,1
MDTB,gene:vir:6061,0,0,1,1
MDTB,gene:vir:6063,0,0,1,1
MDTB,gene:vir:6064,0,0,1,1
MDTB,gene:vir:6066,0,0,1,1
MDTB,gene:vir:6069,0,0,1,1
MDTB,gene:vir:6071,0,0,1,1
MDTB,gene:vir:6072,0,0,1,1
MDTB,gene:vir:6079,0,0,1,1
MDTB,gene:vir:6080,0,0,1,1
MDTB,gene:vir:7319,0,1,0,1
MDTB,gene:vir:7343,0,1,0,1
MDTB,gene:vir:7351,0,1,0,1
MDTB,gene:vir:7352,0,1,0,1
MDTB,gene:vir:95313,0,1,0,1
MDTJ,gene:vir:108417,0,1,0,2
MDTJ,gene:vir:108421,0,1,0,2
MDTJ,gene:vir:79544,0,1,0,1
MDTJ,gene:vir:79559,0,1,0,1
MDTJ,gene:vir:79562,0,1,0,1
MDTJ,gene:vir:79567,0,1,0,1
MDTK,gene:vir:105028,0,0,1,1
MECA,gene:vir:98354,0,1,0,1
MGTA,gene:vir:108724,0,0,1,1
MGTA,gene:vir:108725,0,0,1,1
MGTA,gene:vir:108727,0,0,1,1
MGTA,gene:vir:108727,0,1,0,2
MGTA,gene:vir:108728,0,0,1,1
MGTA,gene:vir:108728,0,1,0,1
MGTA,gene:vir:1321,0,0,1,1
MGTA,gene:vir:1321,0,1,0,3
MGTA,gene:vir:507,0,0,1,1
MGTA,gene:vir:507,0,1,0,1
MGTA,gene:vir:508,0,1,0,2
MGTA,gene:vir:513,0,1,1,1
MNTH,gene:vir:10237,0,0,1,1
MNTH,gene:vir:10250,0,0,1,1
MNTH,gene:vir:105370,0,0,1,1
MNTH,gene:vir:105418,0,0,1,1
MNTH,gene:vir:105428,0,0,1,1
MNTH,gene:vir:105726,0,0,1,1
MNTH,gene:vir:105727,0,0,1,1
MNTH,gene:vir:105728,0,0,1,1
MNTH,gene:vir:129,0,0,1,1
MNTH,gene:vir:130,0,0,1,1
MNTH,gene:vir:131,0,0,1,1
MNTH,gene:vir:151,0,0,1,1
MNTH,gene:vir:179,0,0,1,1
MNTH,gene:vir:1912,0,0,1,1
MNTH,gene:vir:1933,0,0,1,1
MNTH,gene:vir:2015,0,1,0,1
MNTH,gene:vir:2024,0,1,0,1
MNTH,gene:vir:2037,0,1,0,1
MNTH,gene:vir:2040,0,1,0,1
MNTH,gene:vir:2043,0,1,0,1
MNTH,gene:vir:2044,0,1,0,1
MNTH,gene:vir:2045,0,1,0,2
MNTH,gene:vir:2046,0,1,0,1
MNTH,gene:vir:2050,0,1,0,1
MNTH,gene:vir:2121,0,0,1,1
MNTH,gene:vir:243,0,0,1,1
MNTH,gene:vir:2854,0,0,1,1
MNTH,gene:vir:3476,0,0,1,1
MNTH,gene:vir:5698,0,1,0,1
MNTH,gene:vir:5704,0,1,0,1
MNTH,gene:vir:5705,0,1,0,1
MNTH,gene:vir:5706,0,1,0,1
MNTH,gene:vir:5709,0,1,0,1
MNTH,gene:vir:5715,0,1,0,1
MNTH,gene:vir:5717,0,1,0,1
MNTH,gene:vir:5718,0,1,0,1
MNTH,gene:vir:5722,0,1,0,1
MNTH,gene:vir:5727,0,1,0,1
MNTH,gene:vir:6059,0,1,0,1
MNTH,gene:vir:6061,0,1,0,1
MNTH,gene:vir:6062,0,1,0,1
MNTH,gene:vir:6063,0,1,0,1
MNTH,gene:vir:6064,0,1,0,1
MNTH,gene:vir:6066,0,1,0,1
MNTH,gene:vir:6067,0,1,0,1
MNTH,gene:vir:6068,0,1,0,1
MNTH,gene:vir:6070,0,1,0,1
MNTH,gene:vir:6071,0,1,0,1
MNTH,gene:vir:6075,0,1,0,1
MNTH,gene:vir:6079,0,1,0,1
MNTH,gene:vir:6080,0,1,0,1
MNTH,gene:vir:6093,0,1,0,1
MNTH,gene:vir:772,0,0,1,1
MNTP,gene:vir:1321,0,0,1,1
MNTR,gene:vir:209,0,0,1,1
MNTR,gene:vir:3435,0,0,1,1
MNTR,gene:vir:3436,0,0,1,1
MODA,gene:vir:10085,0,1,0,1
MODA,gene:vir:105367,0,1,0,1
MODA,gene:vir:105377,0,1,0,1
MODA,gene:vir:105401,0,1,0,1
MODA,gene:vir:137,0,1,0,1
MODA,gene:vir:1914,0,1,0,1
MODA,gene:vir:221,0,1,0,1
MODA,gene:vir:228,0,1,0,1
