ARG_ID,MGE_ID,Donor,Pre,Post,PatientCount
NHAA,gene:plasmid:119712,0,0,1,1
NHAA,gene:plasmid:16111,0,1,1,1
NORA,gene:plasmid:112749,0,1,0,1
OMP37,gene:plasmid:155923,0,1,0,3
OMP37,gene:plasmid:156042,0,1,0,3
OMPA,gene:plasmid:25161,0,1,0,1
OMPA,gene:plasmid:25448,0,1,0,2
OQXB,gene:plasmid:88453,0,1,0,1
OQXB,gene:plasmid:88454,0,1,0,1
ORN,gene:plasmid:16033,0,1,0,1
ORN,gene:proph:175234,0,1,0,1
OXYRKP,gene:plasmid:77826,0,1,0,1
PCOE,gene:plasmid:88300,0,1,0,1
PCOE,gene:plasmid:88301,0,1,0,1
PCOE,gene:plasmid:88325,1,0,0,1
PCOE,gene:plasmid:88333,1,0,0,1
PMRF,gene:plasmid:121874,0,0,1,1
PMRF,gene:plasmid:16111,0,0,1,1
PMRF,gene:plasmid:24510,0,0,1,1
PMRF,gene:plasmid:25527,0,0,1,1
PSTS,gene:plasmid:119683,0,0,1,1
PSTS,gene:plasmid:119683,0,1,0,1
PSTS,gene:plasmid:119684,0,0,1,1
PSTS,gene:plasmid:119684,0,1,0,1
PSTS,gene:proph:163834,0,0,1,1
QACG,gene:plasmid:127986,0,1,0,1
QNRB,gene:plasmid:117744,0,1,0,1
QNRB,gene:plasmid:117746,0,1,0,1
QNRB,gene:plasmid:25433,0,1,0,1
QNRS,gene:plasmid:24949,0,1,1,1
QNRS,gene:plasmid:24949,1,0,0,1
RMTC,gene:plasmid:127984,0,0,1,1
RMTC,gene:plasmid:91553,0,0,1,1
ROBA,gene:plasmid:142025,0,0,1,1
RPOS,gene:plasmid:117744,0,1,1,1
RPOS,gene:plasmid:117746,0,1,1,1
RPOS,gene:proph:163976,0,0,1,2
SHV,gene:plasmid:16025,0,0,1,3
SHV,gene:plasmid:16025,0,1,0,5
SHV,gene:plasmid:16033,0,0,1,2
SHV,gene:plasmid:16033,0,1,0,2
SHV,gene:plasmid:83736,0,0,1,1
SHV,gene:plasmid:83736,0,1,0,3
SILC,gene:plasmid:109270,0,0,1,1
SILC,gene:plasmid:117744,0,0,1,1
SILC,gene:plasmid:117746,0,0,1,1
SILC,gene:plasmid:119366,0,0,1,1
SILC,gene:plasmid:151265,0,1,0,1
SILC,gene:plasmid:151267,0,1,0,1
SILC,gene:plasmid:156782,0,1,0,1
SILC,gene:plasmid:25527,0,0,1,1
SILC,gene:plasmid:25527,0,1,0,1
SILC,gene:plasmid:88300,0,1,0,1
SILC,gene:plasmid:88301,0,1,0,1
SILC,gene:plasmid:88326,0,0,1,1
SILC,gene:plasmid:88327,0,1,0,1
SILC,gene:plasmid:88444,0,0,1,1
SILC,gene:plasmid:88444,0,1,0,1
SILC,gene:plasmid:88445,0,1,0,1
SILC,gene:plasmid:88455,0,1,0,1
SILC,gene:plasmid:91966,0,0,1,1
SILC,gene:proph:169078,0,1,0,1
SILE,gene:plasmid:155986,0,1,0,1
SILP,gene:plasmid:117744,0,1,0,1
SILP,gene:plasmid:155994,0,1,0,1
SILP,gene:plasmid:88360,0,1,0,1
SILP,gene:plasmid:88444,0,1,0,1
SILS,gene:plasmid:123269,0,1,0,1
SILS,gene:plasmid:123270,0,1,0,1
SOXRB,gene:plasmid:119689,0,0,1,1
SOXRB,gene:plasmid:15811,0,0,1,1
SUGE,gene:plasmid:114253,0,0,1,2
SUGE,gene:plasmid:119689,0,1,0,1
SUGE,gene:plasmid:121473,0,0,1,1
SUGE,gene:plasmid:123353,0,0,1,1
SUGE,gene:plasmid:142103,0,0,1,1
SUGE,gene:plasmid:15811,0,1,0,1
SUGE,gene:plasmid:25253,0,0,1,1
SUGE,gene:plasmid:25357,0,0,1,2
SUGE,gene:plasmid:25643,0,0,1,2
SULI,gene:plasmid:16015,0,0,1,1
SULII,gene:plasmid:121507,0,1,0,1
SULII,gene:plasmid:124844,0,0,1,1
SULII,gene:plasmid:129174,0,0,1,1
SULII,gene:plasmid:130006,0,0,1,1
SULII,gene:plasmid:91702,0,0,1,1
TEHA,gene:plasmid:15838,0,1,0,1
TEM,gene:plasmid:123367,0,1,0,1
TEM,gene:plasmid:151298,0,0,1,1
TEM,gene:plasmid:15993,0,1,0,1
TEM,gene:plasmid:83798,0,1,0,1
TEM,gene:plasmid:91702,0,0,1,1
TEM,gene:plasmid:91781,0,1,0,1
TERB,gene:plasmid:156832,0,1,0,2
TERB,gene:proph:163834,0,1,0,2
TERW,gene:plasmid:151267,0,1,0,1
TETA,gene:plasmid:121923,1,0,1,1
TETA,gene:plasmid:123301,0,1,0,1
TETA,gene:plasmid:123352,1,0,1,1
TETA,gene:plasmid:123353,1,0,1,1
TETA,gene:plasmid:123355,1,0,1,1
TETA,gene:plasmid:123356,1,0,0,1
TETA,gene:plasmid:123367,0,0,1,1
TETA,gene:plasmid:139633,0,1,0,1
TETA,gene:plasmid:139639,0,1,0,1
TETA,gene:plasmid:84615,1,0,1,1
TETB,gene:plasmid:119652,0,1,1,1
TETB,gene:plasmid:151298,0,0,1,1
TETB,gene:plasmid:88444,0,1,1,1
TETD,gene:plasmid:109131,0,1,0,1
TETD,gene:plasmid:136299,0,1,0,2
TETD,gene:plasmid:91778,0,1,0,1
UGD,gene:plasmid:114251,0,0,1,1
UGD,gene:plasmid:114252,0,0,1,1
UGD,gene:plasmid:121751,1,0,0,1
UGD,gene:plasmid:84622,0,1,1,1
VANHA,gene:plasmid:135622,0,0,1,1
VANRA,gene:plasmid:135622,0,1,0,1
YBTP,gene:plasmid:123177,0,1,0,1
YBTP,gene:plasmid:157758,0,1,0,1
YBTP,gene:plasmid:84615,0,1,0,1
YCHH,gene:plasmid:117813,0,0,1,2
YCHH,gene:plasmid:142103,0,0,1,1
YCHH,gene:plasmid:15993,0,0,1,2
YCHH,gene:plasmid:15994,0,0,1,2
YCHH,gene:plasmid:24510,0,1,0,1
YCHH,gene:plasmid:25369,0,0,1,1
YCHH,gene:plasmid:25437,0,1,0,1
YDEO,gene:plasmid:14307,0,0,1,1
YDEP,gene:plasmid:24248,0,0,1,1
YDEP,gene:plasmid:24248,0,1,0,1
YGJH,gene:plasmid:117481,0,0,1,1
YGJH,gene:plasmid:119683,0,0,1,1
YGJH,gene:plasmid:119684,0,0,1,1
YGJH,gene:plasmid:121457,0,0,1,1
YGJH,gene:plasmid:121458,0,0,1,1
YGJH,gene:plasmid:151300,0,0,1,1
YGJH,gene:proph:163834,0,0,1,1
YJAA,gene:plasmid:114253,0,0,1,1
YJAA,gene:plasmid:117449,0,0,1,1
YJAA,gene:plasmid:121457,0,0,1,1
YJAA,gene:plasmid:121458,0,0,1,1
YJAA,gene:plasmid:148203,0,0,1,1
YJAA,gene:plasmid:151223,0,0,1,1
YJAA,gene:plasmid:25357,0,0,1,1
YODB,gene:plasmid:91930,0,1,0,1
ZINT,gene:plasmid:123177,0,0,1,2
ZNUA,gene:plasmid:122282,0,1,0,1
ZNUA,gene:plasmid:147231,0,1,0,1
ZNUA,gene:plasmid:21942,0,1,0,1
